Year,FIPS,DMax
2003,19113,2
2003,19115,2
2003,19117,3
2003,19119,2
2003,19121,3
2003,19123,3
2003,19125,3
2003,19127,2
2003,19129,3
2003,19131,3
2003,19133,2
2003,19135,3
2003,19137,3
2003,19139,2
2003,19141,2
2003,19143,2
2003,19145,3
2003,19147,3
2003,19149,1
2003,19151,2
2003,19153,3
2003,19155,3
2003,19157,2
2003,19159,3
2003,19161,2
2003,19163,2
2003,19165,3
2003,19167,2
2003,19169,2
2003,19171,2
2003,19173,3
2003,19175,3
2003,19177,2
2003,19179,3
2003,19181,3
2003,19183,2
2003,19185,3
2003,19187,2
2003,19189,3
2003,19191,3
2003,19193,1
2003,19195,3
2003,19197,3
2003,20001,2
2003,20003,3
2003,20005,3
2003,20007,3
2003,20009,3
2003,20011,2
2003,20013,3
2003,20015,2
2003,20017,2
2003,20019,2
2003,20021,2
2003,20023,3
2003,20025,2
2003,20027,2
2003,20029,2
2003,20031,3
2003,20033,3
2003,20035,2
2003,20037,2
2003,20039,3
2003,20041,2
2003,20043,3
2003,20045,3
2003,20047,3
2003,20049,2
2003,20051,2
2003,20053,3
2003,20055,3
2003,20057,2
2003,20059,3
2003,20061,2
2003,20063,3
2003,20065,3
2003,20067,2
2003,20069,2
2003,20071,3
2003,20073,2
2003,20075,3
2003,20077,3
2003,20079,3
2003,20081,2
2003,20083,2
2003,20085,3
2003,20087,3
2003,20089,3
2003,20091,3
2003,20093,3
2003,20095,3
2003,20097,3
2003,20099,2
2003,20101,3
2003,20103,3
2003,20105,3
2003,20107,3
2003,20109,3
2003,20111,3
2003,20113,3
2003,20115,3
2003,20117,3
2003,20119,2
2003,20121,3
2003,20123,2
2003,20125,2
2003,20127,2
2003,20129,2
2003,20131,3
2003,20133,2
2003,20135,3
2003,20137,3
2003,20139,3
2003,20141,2
2003,20143,2
2003,20145,3
2003,20147,3
2003,20149,3
2003,20151,3
2003,20153,3
2003,20155,3
2003,20157,3
2003,20159,3
2003,20161,3
2003,20163,3
2003,20165,3
2003,20167,3
2003,20169,3
2003,20171,3
2003,20173,3
2003,20175,2
2003,20177,3
2003,20179,3
2003,20181,3
2003,20183,3
2003,20185,3
2003,20187,2
2003,20189,2
2003,20191,2
2003,20193,3
2003,20195,3
2003,20197,3
2003,20199,3
2003,20201,3
2003,20203,3
2003,20205,2
2003,20207,2
2003,20209,3
2003,21001,0
2003,21003,0
2003,21005,0
2003,21007,0
2003,21009,0
2003,21011,0
2003,21013,0
2003,21015,0
2003,21017,0
2003,21019,0
2003,21021,0
2003,21023,0
2003,21025,0
2003,21027,0
2003,21029,0
2003,21031,0
2003,21033,0
2003,21035,0
2003,21037,0
2003,21039,0
2003,21041,0
2003,21043,0
2003,21045,0
2003,21047,0
2003,21049,0
2003,21051,0
2003,21053,0
2003,21055,0
2003,21057,0
2003,21059,0
2003,21061,0
2003,21063,0
2003,21065,0
2003,21067,0
2003,21069,0
2003,21071,0
2003,21073,0
2003,21075,0
2003,21077,0
2003,21079,0
2003,21081,0
2003,21083,0
2003,21085,0
2003,21087,0
2003,21089,0
2003,21091,0
2003,21093,0
2003,21095,0
2003,21097,0
2003,21099,0
2003,21101,0
2003,21103,0
2003,21105,0
2003,21107,0
2003,21109,0
2003,21111,0
2003,21113,0
2003,21115,0
2003,21117,0
2003,21119,0
2003,21121,0
2003,21123,0
2003,21125,0
2003,21127,0
2003,21129,0
2003,21131,0
2003,21133,0
2003,21135,0
2003,21137,0
2003,21139,0
2003,21141,0
2003,21143,0
2003,21145,0
2003,21147,0
2003,21149,0
2003,21151,0
2003,21153,0
2003,21155,0
2003,21157,0
2003,21159,0
2003,21161,0
2003,21163,0
2003,21165,0
2003,21167,0
2003,21169,0
2003,21171,0
2003,21173,0
2003,21175,0
2003,21177,0
2003,21179,0
2003,21181,0
2003,21183,0
2003,21185,0
2003,21187,0
2003,21189,0
2003,21191,0
2003,21193,0
2003,21195,0
2003,21197,0
2003,21199,0
2003,21201,0
2003,21203,0
2003,21205,0
2003,21207,0
2003,21209,0
2003,21211,0
2003,21213,0
2003,21215,0
2003,21217,0
2003,21219,0
2003,21221,0
2003,21223,0
2003,21225,0
2003,21227,0
2003,21229,0
2003,21231,0
2003,21233,0
2003,21235,0
2003,21237,0
2003,21239,0
2003,22001,2
2003,22003,2
2003,22005,1
2003,22007,2
2003,22009,1
2003,22011,2
2003,22013,1
2003,22015,1
2003,22017,1
2003,22019,2
2003,22021,1
2003,22023,2
2003,22025,1
2003,22027,1
2003,22029,1
2003,22031,1
2003,22033,2
2003,22035,0
2003,22037,1
2003,22039,2
2003,22041,1
2003,22043,1
2003,22045,2
2003,22047,2
2003,22049,1
2003,22051,1
2003,22053,2
2003,22055,2
2003,22057,1
2003,22059,1
2003,22061,0
2003,22063,1
2003,22065,0
2003,22067,0
2003,22069,1
2003,22071,1
2003,22073,0
2003,22075,1
2003,22077,2
2003,22079,2
2003,22081,1
2003,22083,0
2003,22085,2
2003,22087,1
2003,22089,1
2003,22091,1
2003,22093,1
2003,22095,1
2003,22097,2
2003,22099,2
2003,22101,2
2003,22103,1
2003,22105,1
2003,22107,1
2003,22109,2
2003,22111,0
2003,22113,2
2003,22115,2
2003,22117,0
2003,22119,1
2003,22121,2
2003,22123,0
2003,22125,1
2003,22127,1
2003,23001,0
2003,23003,1
2003,23005,0
2003,23007,1
2003,23009,0
2003,23011,1
2003,23013,0
2003,23015,0
2003,23017,1
2003,23019,1
2003,23021,1
2003,23023,0
2003,23025,1
2003,23027,1
2003,23029,0
2003,23031,0
2003,24001,0
2003,24003,0
2003,24005,0
2003,24009,0
2003,24011,0
2003,24013,0
2003,24015,0
2003,24017,0
2003,24019,0
2003,24021,0
2003,24023,0
2003,24025,0
2003,24027,0
2003,24029,0
2003,24031,0
2003,24033,0
2003,24035,0
2003,24037,0
2003,24039,0
2003,24041,0
2003,24043,0
2003,24045,0
2003,24047,0
2003,24510,0
2003,25001,0
2003,25003,0
2003,25005,0
2003,25007,0
2003,25009,0
2003,25011,0
2003,25013,0
2003,25015,0
2003,25017,0
2003,25019,0
2003,25021,0
2003,25023,0
2003,25025,0
2003,25027,0
2003,26001,2
2003,26003,1
2003,26005,2
2003,26007,2
2003,26009,2
2003,26011,2
2003,26013,1
2003,26015,2
2003,26017,2
2003,26019,2
2003,26021,2
2003,26023,2
2003,26025,2
2003,26027,2
2003,26029,2
2003,26031,2
2003,26033,1
2003,26035,2
2003,26037,2
2003,26039,2
2003,26041,1
2003,26043,1
2003,26045,2
2003,26047,2
2003,26049,2
2003,26051,2
2003,26053,1
2003,26055,2
2003,26057,2
2003,26059,2
2003,26061,1
2003,26063,2
2003,26065,2
2003,26067,2
2003,26069,2
2003,26071,1
2003,26073,2
2003,26075,2
2003,26077,2
2003,26079,2
2003,26081,2
2003,26083,1
2003,26085,2
2003,26087,2
2003,26089,2
2003,26091,2
2003,26093,2
2003,26095,1
2003,26097,1
2003,26099,2
2003,26101,2
2003,26103,1
2003,26105,2
2003,26107,2
2003,26109,1
2003,26111,2
2003,26113,2
2003,26115,2
2003,26117,2
2003,26119,2
2003,26121,2
2003,26123,2
2003,26125,2
2003,26127,2
2003,26129,2
2003,26131,1
2003,26133,2
2003,26135,2
2003,26137,2
2003,26139,2
2003,26141,2
2003,26143,2
2003,26145,2
2003,26147,2
2003,26149,2
2003,26151,2
2003,26153,1
2003,26155,2
2003,26157,2
2003,26159,2
2003,26161,2
2003,26163,2
2003,26165,2
2003,27001,2
2003,27003,2
2003,27005,2
2003,27007,2
2003,27009,1
2003,27011,2
2003,27013,3
2003,27015,3
2003,27017,2
2003,27019,2
2003,27021,2
2003,27023,2
2003,27025,2
2003,27027,2
2003,27029,2
2003,27031,2
2003,27033,2
2003,27035,2
2003,27037,3
2003,27039,3
2003,27041,2
2003,27043,3
2003,27045,3
2003,27047,3
2003,27049,3
2003,27051,2
2003,27053,2
2003,27055,3
2003,27057,2
2003,27059,1
2003,27061,2
2003,27063,2
2003,27065,1
2003,27067,2
2003,27069,1
2003,27071,2
2003,27073,2
2003,27075,2
2003,27077,2
2003,27079,3
2003,27081,2
2003,27083,2
2003,27085,2
2003,27087,2
2003,27089,1
2003,27091,3
2003,27093,2
2003,27095,1
2003,27097,1
2003,27099,3
2003,27101,2
2003,27103,3
2003,27105,2
2003,27107,2
2003,27109,3
2003,27111,2
2003,27113,1
2003,27115,2
2003,27117,2
2003,27119,1
2003,27121,2
2003,27123,2
2003,27125,1
2003,27127,2
2003,27129,2
2003,27131,3
2003,27133,2
2003,27135,1
2003,27137,2
2003,27139,2
2003,27141,1
2003,27143,2
2003,27145,2
2003,27147,3
2003,27149,2
2003,27151,2
2003,27153,2
2003,27155,2
2003,27157,3
2003,27159,2
2003,27161,3
2003,27163,2
2003,27165,3
2003,27167,2
2003,27169,3
2003,27171,1
2003,27173,2
2003,28001,1
2003,28003,0
2003,28005,1
2003,28007,0
2003,28009,0
2003,28011,0
2003,28013,0
2003,28015,0
2003,28017,0
2003,28019,0
2003,28021,0
2003,28023,0
2003,28025,0
2003,28027,0
2003,28029,0
2003,28031,0
2003,28033,0
2003,28035,0
2003,28037,0
2003,28039,0
2003,28041,0
2003,28043,0
2003,28045,0
2003,28047,0
2003,28049,0
2003,28051,0
2003,28053,0
2003,28055,0
2003,28057,0
2003,28059,0
2003,28061,0
2003,28063,1
2003,28065,0
2003,28067,0
2003,28069,0
2003,28071,0
2003,28073,0
2003,28075,0
2003,28077,0
2003,28079,0
2003,28081,0
2003,28083,0
2003,28085,0
2003,28087,0
2003,28089,0
2003,28091,0
2003,28093,0
2003,28095,0
2003,28097,0
2003,28099,0
2003,28101,0
2003,28103,0
2003,28105,0
2003,28107,0
2003,28109,0
2003,28111,0
2003,28113,0
2003,28115,0
2003,28117,0
2003,28119,0
2003,28121,0
2003,28123,0
2003,28125,0
2003,28127,0
2003,28129,0
2003,28131,0
2003,28133,0
2003,28135,0
2003,28137,0
2003,28139,0
2003,28141,0
2003,28143,0
2003,28145,0
2003,28147,0
2003,28149,0
2003,28151,0
2003,28153,0
2003,28155,0
2003,28157,1
2003,28159,0
2003,28161,0
2003,28163,0
2003,29001,3
2003,29003,3
2003,29005,3
2003,29007,2
2003,29009,1
2003,29011,2
2003,29013,3
2003,29015,2
2003,29017,1
2003,29019,3
2003,29021,3
2003,29023,0
2003,29025,3
2003,29027,2
2003,29029,2
2003,29031,1
2003,29033,3
2003,29035,1
2003,29037,3
2003,29039,2
2003,29041,3
2003,29043,1
2003,29045,2
2003,29047,3
2003,29049,3
2003,29051,2
2003,29053,3
2003,29055,1
2003,29057,2
2003,29059,2
2003,29061,3
2003,29063,3
2003,29065,1
2003,29067,1
2003,29069,0
2003,29071,1
2003,29073,1
2003,29075,3
2003,29077,1
2003,29079,3
2003,29081,3
2003,29083,3
2003,29085,2
2003,29087,3
2003,29089,3
2003,29091,0
2003,29093,1
2003,29095,3
2003,29097,2
2003,29099,1
2003,29101,3
2003,29103,2
2003,29105,1
2003,29107,3
2003,29109,1
2003,29111,2
2003,29113,0
2003,29115,3
2003,29117,3
2003,29119,1
2003,29121,3
2003,29123,1
2003,29125,1
2003,29127,2
2003,29129,3
2003,29131,2
2003,29133,0
2003,29135,3
2003,29137,2
2003,29139,1
2003,29141,3
2003,29143,0
2003,29145,2
2003,29147,3
2003,29149,0
2003,29151,2
2003,29153,0
2003,29155,0
2003,29157,1
2003,29159,3
2003,29161,1
2003,29163,1
2003,29165,3
2003,29167,2
2003,29169,1
2003,29171,3
2003,29173,1
2003,29175,3
2003,29177,3
2003,29179,1
2003,29181,0
2003,29183,1
2003,29185,2
2003,29186,1
2003,29187,1
2003,29189,1
2003,29195,3
2003,29197,3
2003,29199,2
2003,29201,1
2003,29203,1
2003,29205,2
2003,29207,1
2003,29209,1
2003,29211,3
2003,29213,1
2003,29215,1
2003,29217,2
2003,29219,1
2003,29221,1
2003,29223,1
2003,29225,1
2003,29227,3
2003,29229,1
2003,29510,0
2003,30001,4
2003,30003,3
2003,30005,3
2003,30007,4
2003,30009,3
2003,30011,3
2003,30013,4
2003,30015,3
2003,30017,3
2003,30019,1
2003,30021,2
2003,30023,4
2003,30025,3
2003,30027,3
2003,30029,4
2003,30031,4
2003,30033,3
2003,30035,4
2003,30037,3
2003,30039,4
2003,30041,3
2003,30043,4
2003,30045,3
2003,30047,4
2003,30049,4
2003,30051,3
2003,30053,3
2003,30055,2
2003,30057,4
2003,30059,4
2003,30061,3
2003,30063,3
2003,30065,3
2003,30067,4
2003,30069,3
2003,30071,3
2003,30073,4
2003,30075,3
2003,30077,4
2003,30079,3
2003,30081,3
2003,30083,2
2003,30085,2
2003,30087,3
2003,30089,3
2003,30091,1
2003,30093,4
2003,30095,3
2003,30097,4
2003,30099,4
2003,30101,3
2003,30103,3
2003,30105,2
2003,30107,3
2003,30109,2
2003,30111,3
2003,31001,3
2003,31003,2
2003,31005,3
2003,31007,4
2003,31009,3
2003,31011,3
2003,31013,4
2003,31015,3
2003,31017,3
2003,31019,4
2003,31021,2
2003,31023,2
2003,31025,3
2003,31027,1
2003,31029,3
2003,31031,3
2003,31033,3
2003,31035,3
2003,31037,2
2003,31039,2
2003,31041,4
2003,31043,1
2003,31045,4
2003,31047,4
2003,31049,3
2003,31051,1
2003,31053,2
2003,31055,3
2003,31057,3
2003,31059,3
2003,31061,3
2003,31063,4
2003,31065,4
2003,31067,3
2003,31069,3
2003,31071,3
2003,31073,4
2003,31075,3
2003,31077,3
2003,31079,3
2003,31081,3
2003,31083,3
2003,31085,4
2003,31087,4
2003,31089,3
2003,31091,3
2003,31093,3
2003,31095,3
2003,31097,3
2003,31099,3
2003,31101,3
2003,31103,3
2003,31105,3
2003,31107,1
2003,31109,3
2003,31111,4
2003,31113,4
2003,31115,4
2003,31117,3
2003,31119,2
2003,31121,3
2003,31123,4
2003,31125,3
2003,31127,3
2003,31129,3
2003,31131,3
2003,31133,3
2003,31135,3
2003,31137,4
2003,31139,2
2003,31141,3
2003,31143,3
2003,31145,4
2003,31147,3
2003,31149,3
2003,31151,3
2003,31153,3
2003,31155,2
2003,31157,4
2003,31159,2
2003,31161,4
2003,31163,4
2003,31165,4
2003,31167,2
2003,31169,3
2003,31171,3
2003,31173,2
2003,31175,4
2003,31177,2
2003,31179,2
2003,31181,3
2003,31183,3
2003,31185,3
2003,32001,3
2003,32003,4
2003,32005,2
2003,32007,4
2003,32009,3
2003,32011,3
2003,32013,4
2003,32015,3
2003,32017,4
2003,32019,2
2003,32021,3
2003,32023,3
2003,32027,3
2003,32029,2
2003,32031,3
2003,32033,3
2003,32510,2
2003,33001,0
2003,33003,1
2003,33005,0
2003,33007,1
2003,33009,0
2003,33011,0
2003,33013,0
2003,33015,0
2003,33017,0
2003,33019,0
2003,34001,0
2003,34003,0
2003,34005,0
2003,34007,0
2003,34009,0
2003,34011,0
2003,34013,0
2003,34015,0
2003,34017,0
2003,34019,0
2003,34021,0
2003,34023,0
2003,34025,0
2003,34027,0
2003,34029,0
2003,34031,0
2003,34033,0
2003,34035,0
2003,34037,0
2003,34039,0
2003,34041,0
2003,35001,3
2003,35003,3
2003,35005,4
2003,35006,3
2003,35007,4
2003,35009,2
2003,35011,3
2003,35013,4
2003,35015,4
2003,35017,4
2003,35019,3
2003,35021,3
2003,35023,4
2003,35025,3
2003,35027,4
2003,35028,4
2003,35029,4
2003,35031,4
2003,35033,4
2003,35035,4
2003,35037,2
2003,35039,4
2003,35041,3
2003,35043,4
2003,35045,4
2003,35047,4
2003,35049,4
2003,35051,4
2003,35053,4
2003,35055,4
2003,35057,3
2003,35059,3
2003,35061,3
2003,36001,0
2003,36003,0
2003,36005,0
2003,36007,0
2003,36009,0
2003,36011,0
2003,36013,0
2003,36015,0
2003,36017,0
2003,36019,0
2003,36021,0
2003,36023,0
2003,36025,0
2003,36027,0
2003,36029,0
2003,36031,0
2003,36033,0
2003,36035,0
2003,36037,0
2003,36039,0
2003,36041,0
2003,36043,0
2003,36045,0
2003,36047,0
2003,36049,0
2003,36051,0
2003,36053,0
2003,36055,0
2003,36057,0
2003,36059,0
2003,36061,0
2003,36063,0
2003,36065,0
2003,36067,0
2003,36069,0
2003,36071,0
2003,36073,0
2003,36075,0
2003,36077,0
2003,36079,0
2003,36081,0
2003,36083,0
2003,36085,0
2003,36087,0
2003,36089,0
2003,36091,0
2003,36093,0
2003,36095,0
2003,36097,0
2003,36099,0
2003,36101,0
2003,36103,0
2003,36105,0
2003,36107,0
2003,36109,0
2003,36111,0
2003,36113,0
2003,36115,0
2003,36117,0
2003,36119,0
2003,36121,0
2003,36123,0
2003,37001,0
2003,37003,0
2003,37005,0
2003,37007,0
2003,37009,0
2003,37011,0
2003,37013,0
2003,37015,0
2003,37017,0
2003,37019,0
2003,37021,0
2003,37023,0
2003,37025,0
2003,37027,0
2003,37029,0
2003,37031,0
2003,37033,0
2003,37035,0
2003,37037,0
2003,37039,0
2003,37041,0
2003,37043,0
2003,37045,0
2003,37047,0
2003,37049,0
2003,37051,0
2003,37053,0
2003,37055,0
2003,37057,0
2003,37059,0
2003,37061,0
2003,37063,0
2003,37065,0
2003,37067,0
2003,37069,0
2003,37071,0
2003,37073,0
2003,37075,0
2003,37077,0
2003,37079,0
2003,37081,0
2003,37083,0
2003,37085,0
2003,37087,0
2003,37089,0
2003,37091,0
2003,37093,0
2003,37095,0
2003,37097,0
2003,37099,0
2003,37101,0
2003,37103,0
2003,37105,0
2003,37107,0
2003,37109,0
2003,37111,0
2003,37113,0
2003,37115,0
2003,37117,0
2003,37119,0
2003,37121,0
2003,37123,0
2003,37125,0
2003,37127,0
2003,37129,0
2003,37131,0
2003,37133,0
2003,37135,0
2003,37137,0
2003,37139,0
2003,37141,0
2003,37143,0
2003,37145,0
2003,37147,0
2003,37149,0
2003,37151,0
2003,37153,0
2003,37155,0
2003,37157,0
2003,37159,0
2003,37161,0
2003,37163,0
2003,37165,0
2003,37167,0
2003,37169,0
2003,37171,0
2003,37173,0
2003,37175,0
2003,37177,0
2003,37179,0
2003,37181,0
2003,37183,0
2003,37185,0
2003,37187,0
2003,37189,0
2003,37191,0
2003,37193,0
2003,37195,0
2003,37197,0
2003,37199,0
2003,38001,3
2003,38003,1
2003,38005,1
2003,38007,2
2003,38009,0
2003,38011,3
2003,38013,1
2003,38015,2
2003,38017,2
2003,38019,0
2003,38021,2
2003,38023,1
2003,38025,2
2003,38027,1
2003,38029,3
2003,38031,1
2003,38033,2
2003,38035,1
2003,38037,3
2003,38039,1
2003,38041,2
2003,38043,2
2003,38045,2
2003,38047,2
2003,38049,1
2003,38051,2
2003,38053,2
2003,38055,1
2003,38057,1
2003,38059,2
2003,38061,1
2003,38063,1
2003,38065,1
2003,38067,1
2003,38069,1
2003,38071,1
2003,38073,1
2003,38075,0
2003,38077,2
2003,38079,0
2003,38081,2
2003,38083,1
2003,38085,3
2003,38087,3
2003,38089,2
2003,38091,1
2003,38093,2
2003,38095,0
2003,38097,1
2003,38099,1
2003,38101,1
2003,38103,1
2003,38105,1
2003,39001,0
2003,39003,1
2003,39005,1
2003,39007,1
2003,39009,0
2003,39011,0
2003,39013,0
2003,39015,0
2003,39017,0
2003,39019,0
2003,39021,0
2003,39023,0
2003,39025,0
2003,39027,0
2003,39029,0
2003,39031,0
2003,39033,1
2003,39035,1
2003,39037,0
2003,39039,1
2003,39041,0
2003,39043,1
2003,39045,0
2003,39047,0
2003,39049,0
2003,39051,2
2003,39053,0
2003,39055,1
2003,39057,0
2003,39059,0
2003,39061,0
2003,39063,1
2003,39065,1
2003,39067,0
2003,39069,1
2003,39071,0
2003,39073,0
2003,39075,0
2003,39077,1
2003,39079,0
2003,39081,0
2003,39083,0
2003,39085,1
2003,39087,0
2003,39089,0
2003,39091,0
2003,39093,1
2003,39095,1
2003,39097,0
2003,39099,0
2003,39101,0
2003,39103,1
2003,39105,0
2003,39107,0
2003,39109,0
2003,39111,0
2003,39113,0
2003,39115,0
2003,39117,0
2003,39119,0
2003,39121,0
2003,39123,1
2003,39125,1
2003,39127,0
2003,39129,0
2003,39131,0
2003,39133,1
2003,39135,0
2003,39137,1
2003,39139,1
2003,39141,0
2003,39143,1
2003,39145,0
2003,39147,1
2003,39149,0
2003,39151,0
2003,39153,1
2003,39155,1
2003,39157,0
2003,39159,0
2003,39161,1
2003,39163,0
2003,39165,0
2003,39167,0
2003,39169,1
2003,39171,2
2003,39173,1
2003,39175,1
2003,40001,2
2003,40003,2
2003,40005,2
2003,40007,2
2003,40009,2
2003,40011,2
2003,40013,2
2003,40015,2
2003,40017,1
2003,40019,2
2003,40021,2
2003,40023,2
2003,40025,2
2003,40027,2
2003,40029,2
2003,40031,2
2003,40033,2
2003,40035,2
2003,40037,2
2003,40039,1
2003,40041,2
2003,40043,2
2003,40045,1
2003,40047,2
2003,40049,2
2003,40051,1
2003,40053,2
2003,40055,2
2003,40057,2
2003,40059,2
2003,40061,2
2003,40063,2
2003,40065,2
2003,40067,2
2003,40069,2
2003,40071,1
2003,40073,2
2003,40075,2
2003,40077,2
2003,40079,1
2003,40081,2
2003,40083,2
2003,40085,2
2003,40087,2
2003,40089,2
2003,40091,2
2003,40093,2
2003,40095,2
2003,40097,2
2003,40099,2
2003,40101,2
2003,40103,1
2003,40105,2
2003,40107,2
2003,40109,2
2003,40111,2
2003,40113,1
2003,40115,2
2003,40117,1
2003,40119,1
2003,40121,2
2003,40123,2
2003,40125,2
2003,40127,2
2003,40129,1
2003,40131,2
2003,40133,2
2003,40135,2
2003,40137,2
2003,40139,2
2003,40141,2
2003,40143,2
2003,40145,2
2003,40147,2
2003,40149,2
2003,40151,2
2003,40153,2
2003,41001,3
2003,41003,1
2003,41005,1
2003,41007,1
2003,41009,1
2003,41011,1
2003,41013,3
2003,41015,1
2003,41017,3
2003,41019,1
2003,41021,2
2003,41023,3
2003,41025,4
2003,41027,1
2003,41029,1
2003,41031,2
2003,41033,1
2003,41035,3
2003,41037,3
2003,41039,2
2003,41041,1
2003,41043,2
2003,41045,4
2003,41047,1
2003,41049,2
2003,41051,1
2003,41053,1
2003,41055,1
2003,41057,1
2003,41059,2
2003,41061,2
2003,41063,2
2003,41065,2
2003,41067,1
2003,41069,2
2003,41071,1
2003,42001,0
2003,42003,0
2003,42005,0
2003,42007,0
2003,42009,0
2003,42011,0
2003,42013,0
2003,42015,0
2003,42017,0
2003,42019,0
2003,42021,0
2003,42023,0
2003,42025,0
2003,42027,0
2003,42029,0
2003,42031,0
2003,42033,0
2003,42035,0
2003,42037,0
2003,42039,1
2003,42041,0
2003,42043,0
2003,42045,0
2003,42047,0
2003,42049,1
2003,42051,0
2003,42053,0
2003,42055,0
2003,42057,0
2003,42059,0
2003,42061,0
2003,42063,0
2003,42065,0
2003,42067,0
2003,42069,0
2003,42071,0
2003,42073,0
2003,42075,0
2003,42077,0
2003,42079,0
2003,42081,0
2003,42083,0
2003,42085,1
2003,42087,0
2003,42089,0
2003,42091,0
2003,42093,0
2003,42095,0
2003,42097,0
2003,42099,0
2003,42101,0
2003,42103,0
2003,42105,0
2003,42107,0
2003,42109,0
2003,42111,0
2003,42113,0
2003,42115,0
2003,42117,0
2003,42119,0
2003,42121,0
2003,42123,0
2003,42125,0
2003,42127,0
2003,42129,0
2003,42131,0
2003,42133,0
2003,44001,0
2003,44003,0
2003,44005,0
2003,44007,0
2003,44009,0
2003,45001,0
2003,45003,1
2003,45005,1
2003,45007,0
2003,45009,1
2003,45011,1
2003,45013,0
2003,45015,0
2003,45017,1
2003,45019,0
2003,45021,0
2003,45023,1
2003,45025,0
2003,45027,0
2003,45029,1
2003,45031,0
2003,45033,0
2003,45035,0
2003,45037,0
2003,45039,1
2003,45041,0
2003,45043,0
2003,45045,0
2003,45047,0
2003,45049,1
2003,45051,0
2003,45053,0
2003,45055,1
2003,45057,1
2003,45059,0
2003,45061,1
2003,45063,1
2003,45065,0
2003,45067,0
2003,45069,0
2003,45071,0
2003,45073,0
2003,45075,1
2003,45077,0
2003,45079,1
2003,45081,0
2003,45083,0
2003,45085,1
2003,45087,0
2003,45089,0
2003,45091,0
2003,46003,2
2003,46005,2
2003,46007,3
2003,46009,1
2003,46011,2
2003,46013,2
2003,46015,2
2003,46017,2
2003,46019,3
2003,46021,3
2003,46023,2
2003,46025,1
2003,46027,1
2003,46029,2
2003,46031,3
2003,46033,3
2003,46035,2
2003,46037,2
2003,46039,2
2003,46041,3
2003,46043,2
2003,46045,2
2003,46047,4
2003,46049,2
2003,46051,2
2003,46053,3
2003,46055,3
2003,46057,2
2003,46059,2
2003,46061,1
2003,46063,3
2003,46065,3
2003,46067,1
2003,46069,2
2003,46071,3
2003,46073,2
2003,46075,3
2003,46077,1
2003,46079,1
2003,46081,3
2003,46083,2
2003,46085,3
2003,46087,1
2003,46089,2
2003,46091,2
2003,46093,3
2003,46095,3
2003,46097,1
2003,46099,2
2003,46101,2
2003,46103,3
2003,46105,3
2003,46107,3
2003,46109,2
2003,46111,2
2003,46113,3
2003,46115,2
2003,46117,3
2003,46119,3
2003,46121,3
2003,46123,3
2003,46125,1
2003,46127,1
2003,46129,3
2003,46135,1
2003,46137,3
2003,47001,0
2003,47003,0
2003,47005,0
2003,47007,0
2003,47009,0
2003,47011,0
2003,47013,0
2003,47015,0
2003,47017,0
2003,47019,0
2003,47021,0
2003,47023,0
2003,47025,0
2003,47027,0
2003,47029,0
2003,47031,0
2003,47033,0
2003,47035,0
2003,47037,0
2003,47039,0
2003,47041,0
2003,47043,0
2003,47045,0
2003,47047,0
2003,47049,0
2003,47051,0
2003,47053,0
2003,47055,0
2003,47057,0
2003,47059,0
2003,47061,0
2003,47063,0
2003,47065,0
2003,47067,0
2003,47069,0
2003,47071,0
2003,47073,0
2003,47075,0
2003,47077,0
2003,47079,0
2003,47081,0
2003,47083,0
2003,47085,0
2003,47087,0
2003,47089,0
2003,47091,0
2003,47093,0
2003,47095,0
2003,47097,0
2003,47099,0
2003,47101,0
2003,47103,0
2003,47105,0
2003,47107,0
2003,47109,0
2003,47111,0
2003,47113,0
2003,47115,0
2003,47117,0
2003,47119,0
2003,47121,0
2003,47123,0
2003,47125,0
2003,47127,0
2003,47129,0
2003,47131,0
2003,47133,0
2003,47135,0
2003,47137,0
2003,47139,0
2003,47141,0
2003,47143,0
2003,47145,0
2003,47147,0
2003,47149,0
2003,47151,0
2003,47153,0
2003,47155,0
2003,47157,0
2003,47159,0
2003,47161,0
2003,47163,0
2003,47165,0
2003,47167,0
2003,47169,0
2003,47171,0
2003,47173,0
2003,47175,0
2003,47177,0
2003,47179,0
2003,47181,0
2003,47183,0
2003,47185,0
2003,47187,0
2003,47189,0
2003,48001,1
2003,48003,3
2003,48005,2
2003,48007,2
2003,48009,2
2003,48011,2
2003,48013,2
2003,48015,2
2003,48017,3
2003,48019,2
2003,48021,2
2003,48023,2
2003,48025,1
2003,48027,2
2003,48029,2
2003,48031,2
2003,48033,3
2003,48035,2
2003,48037,2
2003,48039,2
2003,48041,2
2003,48043,2
2003,48045,2
2003,48047,1
2003,48049,2
2003,48051,2
2003,48053,2
2003,48055,2
2003,48057,2
2003,48059,2
2003,48061,1
2003,48063,1
2003,48065,2
2003,48067,1
2003,48069,2
2003,48071,2
2003,48073,1
2003,48075,2
2003,48077,2
2003,48079,3
2003,48081,1
2003,48083,2
2003,48085,2
2003,48087,2
2003,48089,2
2003,48091,2
2003,48093,2
2003,48095,2
2003,48097,2
2003,48099,2
2003,48101,2
2003,48103,2
2003,48105,2
2003,48107,3
2003,48109,3
2003,48111,2
2003,48113,2
2003,48115,3
2003,48117,2
2003,48119,1
2003,48121,2
2003,48123,2
2003,48125,3
2003,48127,1
2003,48129,2
2003,48131,0
2003,48133,2
2003,48135,2
2003,48137,2
2003,48139,2
