Year,FIPS,DMax
2000,08091,1
2000,08093,1
2000,08095,3
2000,08097,1
2000,08099,1
2000,08101,0
2000,08103,1
2000,08105,1
2000,08107,1
2000,08109,1
2000,08111,1
2000,08113,1
2000,08115,3
2000,08117,1
2000,08119,0
2000,08121,2
2000,08123,1
2000,08125,3
2000,09001,0
2000,09003,0
2000,09005,0
2000,09007,0
2000,09009,0
2000,09011,0
2000,09013,0
2000,09015,0
2000,10001,0
2000,10003,0
2000,10005,0
2000,11001,0
2000,12001,4
2000,12003,3
2000,12005,4
2000,12007,3
2000,12009,4
2000,12011,2
2000,12013,4
2000,12015,3
2000,12017,4
2000,12019,3
2000,12021,2
2000,12023,3
2000,12027,3
2000,12029,4
2000,12031,3
2000,12033,4
2000,12035,3
2000,12037,4
2000,12039,4
2000,12041,4
2000,12043,3
2000,12045,4
2000,12047,4
2000,12049,4
2000,12051,2
2000,12053,4
2000,12055,3
2000,12057,4
2000,12059,4
2000,12061,3
2000,12063,4
2000,12065,4
2000,12067,4
2000,12069,4
2000,12071,3
2000,12073,4
2000,12075,4
2000,12077,4
2000,12079,4
2000,12081,4
2000,12083,4
2000,12085,2
2000,12086,1
2000,12087,1
2000,12089,3
2000,12091,4
2000,12093,3
2000,12095,4
2000,12097,4
2000,12099,2
2000,12101,4
2000,12103,4
2000,12105,4
2000,12107,3
2000,12109,3
2000,12111,2
2000,12113,4
2000,12115,3
2000,12117,4
2000,12119,4
2000,12121,4
2000,12123,4
2000,12125,3
2000,12127,4
2000,12129,4
2000,12131,4
2000,12133,4
2000,13001,4
2000,13003,4
2000,13005,4
2000,13007,4
2000,13009,4
2000,13011,4
2000,13013,4
2000,13015,4
2000,13017,4
2000,13019,4
2000,13021,4
2000,13023,4
2000,13025,3
2000,13027,4
2000,13029,3
2000,13031,4
2000,13033,4
2000,13035,4
2000,13037,4
2000,13039,3
2000,13043,4
2000,13045,4
2000,13047,3
2000,13049,3
2000,13051,3
2000,13053,4
2000,13055,4
2000,13057,4
2000,13059,4
2000,13061,4
2000,13063,4
2000,13065,4
2000,13067,4
2000,13069,4
2000,13071,4
2000,13073,4
2000,13075,4
2000,13077,4
2000,13079,4
2000,13081,4
2000,13083,3
2000,13085,3
2000,13087,4
2000,13089,4
2000,13091,4
2000,13093,4
2000,13095,4
2000,13097,4
2000,13099,4
2000,13101,4
2000,13103,3
2000,13105,4
2000,13107,4
2000,13109,3
2000,13111,3
2000,13113,4
2000,13115,4
2000,13117,4
2000,13119,4
2000,13121,4
2000,13123,3
2000,13125,4
2000,13127,3
2000,13129,3
2000,13131,4
2000,13133,4
2000,13135,4
2000,13137,4
2000,13139,4
2000,13141,4
2000,13143,4
2000,13145,4
2000,13147,4
2000,13149,4
2000,13151,4
2000,13153,4
2000,13155,4
2000,13157,4
2000,13159,4
2000,13161,4
2000,13163,4
2000,13165,4
2000,13167,4
2000,13169,4
2000,13171,4
2000,13173,4
2000,13175,4
2000,13177,4
2000,13179,3
2000,13181,4
2000,13183,3
2000,13185,4
2000,13187,3
2000,13189,4
2000,13191,3
2000,13193,4
2000,13195,4
2000,13197,4
2000,13199,4
2000,13201,4
2000,13205,4
2000,13207,4
2000,13209,4
2000,13211,4
2000,13213,3
2000,13215,4
2000,13217,4
2000,13219,4
2000,13221,4
2000,13223,4
2000,13225,4
2000,13227,3
2000,13229,3
2000,13231,4
2000,13233,4
2000,13235,4
2000,13237,4
2000,13239,4
2000,13241,4
2000,13243,4
2000,13245,4
2000,13247,4
2000,13249,4
2000,13251,3
2000,13253,4
2000,13255,4
2000,13257,4
2000,13259,4
2000,13261,4
2000,13263,4
2000,13265,4
2000,13267,4
2000,13269,4
2000,13271,4
2000,13273,4
2000,13275,4
2000,13277,4
2000,13279,4
2000,13281,3
2000,13283,4
2000,13285,4
2000,13287,4
2000,13289,4
2000,13291,3
2000,13293,4
2000,13295,3
2000,13297,4
2000,13299,3
2000,13301,4
2000,13303,4
2000,13305,3
2000,13307,4
2000,13309,4
2000,13311,4
2000,13313,3
2000,13315,4
2000,13317,4
2000,13319,4
2000,13321,4
2000,15001,3
2000,15003,1
2000,15005,2
2000,15007,2
2000,15009,3
2000,16001,1
2000,16003,1
2000,16005,2
2000,16007,2
2000,16009,0
2000,16011,2
2000,16013,2
2000,16015,1
2000,16017,0
2000,16019,2
2000,16021,0
2000,16023,1
2000,16025,1
2000,16027,1
2000,16029,2
2000,16031,2
2000,16033,2
2000,16035,1
2000,16037,2
2000,16039,1
2000,16041,2
2000,16043,2
2000,16045,1
2000,16047,1
2000,16049,2
2000,16051,2
2000,16053,2
2000,16055,0
2000,16057,0
2000,16059,3
2000,16061,0
2000,16063,2
2000,16065,2
2000,16067,2
2000,16069,0
2000,16071,2
2000,16073,1
2000,16075,1
2000,16077,2
2000,16079,1
2000,16081,2
2000,16083,2
2000,16085,1
2000,16087,1
2000,17001,2
2000,17003,1
2000,17005,2
2000,17007,1
2000,17009,2
2000,17011,2
2000,17013,2
2000,17015,2
2000,17017,2
2000,17019,2
2000,17021,2
2000,17023,2
2000,17025,1
2000,17027,2
2000,17029,2
2000,17031,2
2000,17033,1
2000,17035,2
2000,17037,1
2000,17039,2
2000,17041,2
2000,17043,1
2000,17045,2
2000,17047,1
2000,17049,2
2000,17051,2
2000,17053,2
2000,17055,1
2000,17057,2
2000,17059,0
2000,17061,2
2000,17063,2
2000,17065,1
2000,17067,2
2000,17069,0
2000,17071,2
2000,17073,2
2000,17075,2
2000,17077,1
2000,17079,1
2000,17081,1
2000,17083,2
2000,17085,2
2000,17087,1
2000,17089,1
2000,17091,2
2000,17093,1
2000,17095,2
2000,17097,1
2000,17099,2
2000,17101,1
2000,17103,2
2000,17105,2
2000,17107,2
2000,17109,2
2000,17111,1
2000,17113,2
2000,17115,2
2000,17117,2
2000,17119,2
2000,17121,1
2000,17123,2
2000,17125,2
2000,17127,1
2000,17129,2
2000,17131,2
2000,17133,2
2000,17135,2
2000,17137,2
2000,17139,2
2000,17141,1
2000,17143,2
2000,17145,1
2000,17147,2
2000,17149,2
2000,17151,1
2000,17153,1
2000,17155,2
2000,17157,2
2000,17159,1
2000,17161,2
2000,17163,2
2000,17165,1
2000,17167,2
2000,17169,2
2000,17171,2
2000,17173,2
2000,17175,2
2000,17177,1
2000,17179,2
2000,17181,1
2000,17183,2
2000,17185,1
2000,17187,2
2000,17189,2
2000,17191,1
2000,17193,1
2000,17195,2
2000,17197,2
2000,17199,1
2000,17201,1
2000,17203,2
2000,18001,2
2000,18003,2
2000,18005,1
2000,18007,2
2000,18009,2
2000,18011,2
2000,18013,1
2000,18015,2
2000,18017,2
2000,18019,1
2000,18021,1
2000,18023,2
2000,18025,1
2000,18027,1
2000,18029,1
2000,18031,1
2000,18033,2
2000,18035,2
2000,18037,1
2000,18039,2
2000,18041,2
2000,18043,1
2000,18045,2
2000,18047,1
2000,18049,2
2000,18051,1
2000,18053,2
2000,18055,1
2000,18057,2
2000,18059,2
2000,18061,1
2000,18063,2
2000,18065,2
2000,18067,2
2000,18069,2
2000,18071,1
2000,18073,2
2000,18075,2
2000,18077,1
2000,18079,1
2000,18081,2
2000,18083,1
2000,18085,2
2000,18087,2
2000,18089,2
2000,18091,2
2000,18093,1
2000,18095,2
2000,18097,2
2000,18099,2
2000,18101,1
2000,18103,2
2000,18105,1
2000,18107,2
2000,18109,2
2000,18111,2
2000,18113,2
2000,18115,1
2000,18117,1
2000,18119,1
2000,18121,2
2000,18123,1
2000,18125,1
2000,18127,2
2000,18129,0
2000,18131,2
2000,18133,2
2000,18135,2
2000,18137,1
2000,18139,2
2000,18141,2
2000,18143,1
2000,18145,2
2000,18147,1
2000,18149,2
2000,18151,2
2000,18153,1
2000,18155,1
2000,18157,2
2000,18159,2
2000,18161,1
2000,18163,0
2000,18165,2
2000,18167,2
2000,18169,2
2000,18171,2
2000,18173,1
2000,18175,1
2000,18177,2
2000,18179,2
2000,18181,2
2000,18183,2
2000,19001,3
2000,19003,3
2000,19005,2
2000,19007,3
2000,19009,3
2000,19011,2
2000,19013,2
2000,19015,2
2000,19017,2
2000,19019,2
2000,19021,2
2000,19023,2
2000,19025,3
2000,19027,3
2000,19029,3
2000,19031,2
2000,19033,2
2000,19035,2
2000,19037,2
2000,19039,3
2000,19041,2
2000,19043,2
2000,19045,2
2000,19047,3
2000,19049,2
2000,19051,2
2000,19053,3
2000,19055,2
2000,19057,2
2000,19059,2
2000,19061,2
2000,19063,2
2000,19065,2
2000,19067,2
2000,19069,2
2000,19071,3
2000,19073,3
2000,19075,2
2000,19077,3
2000,19079,2
2000,19081,2
2000,19083,2
2000,19085,3
2000,19087,2
2000,19089,2
2000,19091,2
2000,19093,3
2000,19095,2
2000,19097,2
2000,19099,2
2000,19101,2
2000,19103,2
2000,19105,2
2000,19107,2
2000,19109,2
2000,19111,2
2000,19113,2
2000,19115,2
2000,19117,2
2000,19119,2
2000,19121,2
2000,19123,2
2000,19125,2
2000,19127,2
2000,19129,3
2000,19131,2
2000,19133,3
2000,19135,2
2000,19137,3
2000,19139,2
2000,19141,2
2000,19143,2
2000,19145,3
2000,19147,2
2000,19149,2
2000,19151,2
2000,19153,2
2000,19155,3
2000,19157,2
2000,19159,3
2000,19161,3
2000,19163,2
2000,19165,3
2000,19167,2
2000,19169,2
2000,19171,2
2000,19173,3
2000,19175,3
2000,19177,2
2000,19179,2
2000,19181,2
2000,19183,2
2000,19185,3
2000,19187,2
2000,19189,2
2000,19191,2
2000,19193,3
2000,19195,2
2000,19197,2
2000,20001,2
2000,20003,2
2000,20005,3
2000,20007,2
2000,20009,2
2000,20011,2
2000,20013,3
2000,20015,2
2000,20017,2
2000,20019,2
2000,20021,2
2000,20023,3
2000,20025,2
2000,20027,3
2000,20029,3
2000,20031,2
2000,20033,2
2000,20035,2
2000,20037,2
2000,20039,3
2000,20041,2
2000,20043,3
2000,20045,2
2000,20047,1
2000,20049,2
2000,20051,2
2000,20053,2
2000,20055,1
2000,20057,1
2000,20059,2
2000,20061,2
2000,20063,2
2000,20065,3
2000,20067,1
2000,20069,1
2000,20071,1
2000,20073,2
2000,20075,1
2000,20077,2
2000,20079,2
2000,20081,1
2000,20083,1
2000,20085,3
2000,20087,2
2000,20089,3
2000,20091,2
2000,20093,1
2000,20095,2
2000,20097,1
2000,20099,2
2000,20101,1
2000,20103,3
2000,20105,2
2000,20107,2
2000,20109,2
2000,20111,2
2000,20113,2
2000,20115,2
2000,20117,3
2000,20119,2
2000,20121,2
2000,20123,3
2000,20125,2
2000,20127,2
2000,20129,2
2000,20131,3
2000,20133,2
2000,20135,2
2000,20137,3
2000,20139,2
2000,20141,2
2000,20143,2
2000,20145,2
2000,20147,3
2000,20149,2
2000,20151,1
2000,20153,3
2000,20155,2
2000,20157,3
2000,20159,2
2000,20161,2
2000,20163,2
2000,20165,2
2000,20167,2
2000,20169,2
2000,20171,1
2000,20173,2
2000,20175,2
2000,20177,2
2000,20179,3
2000,20181,2
2000,20183,2
2000,20185,2
2000,20187,1
2000,20189,2
2000,20191,2
2000,20193,2
2000,20195,2
2000,20197,2
2000,20199,2
2000,20201,3
2000,20203,1
2000,20205,2
2000,20207,2
2000,20209,2
2000,21001,1
2000,21003,1
2000,21005,1
2000,21007,1
2000,21009,1
2000,21011,1
2000,21013,2
2000,21015,1
2000,21017,1
2000,21019,1
2000,21021,1
2000,21023,1
2000,21025,1
2000,21027,1
2000,21029,1
2000,21031,1
2000,21033,1
2000,21035,1
2000,21037,1
2000,21039,1
2000,21041,1
2000,21043,1
2000,21045,1
2000,21047,1
2000,21049,1
2000,21051,2
2000,21053,1
2000,21055,0
2000,21057,1
2000,21059,1
2000,21061,1
2000,21063,1
2000,21065,1
2000,21067,1
2000,21069,1
2000,21071,2
2000,21073,1
2000,21075,2
2000,21077,1
2000,21079,1
2000,21081,1
2000,21083,1
2000,21085,1
2000,21087,1
2000,21089,1
2000,21091,1
2000,21093,1
2000,21095,2
2000,21097,1
2000,21099,1
2000,21101,0
2000,21103,1
2000,21105,1
2000,21107,1
2000,21109,1
2000,21111,1
2000,21113,1
2000,21115,1
2000,21117,1
2000,21119,2
2000,21121,2
2000,21123,1
2000,21125,1
2000,21127,1
2000,21129,1
2000,21131,2
2000,21133,2
2000,21135,1
2000,21137,1
2000,21139,1
2000,21141,1
2000,21143,1
2000,21145,1
2000,21147,2
2000,21149,1
2000,21151,1
2000,21153,1
2000,21155,1
2000,21157,1
2000,21159,1
2000,21161,1
2000,21163,1
2000,21165,1
2000,21167,1
2000,21169,1
2000,21171,1
2000,21173,1
2000,21175,1
2000,21177,1
2000,21179,1
2000,21181,1
2000,21183,1
2000,21185,1
2000,21187,1
2000,21189,1
2000,21191,1
2000,21193,2
2000,21195,2
2000,21197,1
2000,21199,1
2000,21201,1
2000,21203,1
2000,21205,1
2000,21207,1
2000,21209,1
2000,21211,1
2000,21213,1
2000,21215,1
2000,21217,1
2000,21219,1
2000,21221,1
2000,21223,1
2000,21225,0
2000,21227,1
2000,21229,1
2000,21231,1
2000,21233,0
2000,21235,2
2000,21237,1
2000,21239,1
2000,22001,4
2000,22003,3
2000,22005,4
2000,22007,4
2000,22009,4
2000,22011,3
2000,22013,3
2000,22015,2
2000,22017,2
2000,22019,3
2000,22021,3
2000,22023,3
2000,22025,4
2000,22027,2
2000,22029,4
2000,22031,2
2000,22033,4
2000,22035,3
2000,22037,4
2000,22039,3
2000,22041,3
2000,22043,3
2000,22045,4
2000,22047,4
2000,22049,3
2000,22051,4
2000,22053,3
2000,22055,4
2000,22057,4
2000,22059,4
2000,22061,3
2000,22063,4
2000,22065,3
2000,22067,3
2000,22069,3
2000,22071,4
2000,22073,3
2000,22075,4
2000,22077,4
2000,22079,4
2000,22081,2
2000,22083,3
2000,22085,2
2000,22087,4
2000,22089,4
2000,22091,4
2000,22093,4
2000,22095,4
2000,22097,4
2000,22099,4
2000,22101,4
2000,22103,4
2000,22105,4
2000,22107,4
2000,22109,4
2000,22111,3
2000,22113,4
2000,22115,3
2000,22117,4
2000,22119,2
2000,22121,4
2000,22123,3
2000,22125,4
2000,22127,3
2000,23001,0
2000,23003,0
2000,23005,0
2000,23007,0
2000,23009,0
2000,23011,0
2000,23013,0
2000,23015,0
2000,23017,0
2000,23019,0
2000,23021,0
2000,23023,0
2000,23025,0
2000,23027,0
2000,23029,0
2000,23031,0
2000,24001,0
2000,24003,0
2000,24005,0
2000,24009,0
2000,24011,0
2000,24013,0
2000,24015,0
2000,24017,0
2000,24019,0
2000,24021,0
2000,24023,0
2000,24025,0
2000,24027,0
2000,24029,0
2000,24031,0
2000,24033,0
2000,24035,0
2000,24037,0
2000,24039,0
2000,24041,0
2000,24043,0
2000,24045,0
2000,24047,0
2000,24510,0
2000,25001,0
2000,25003,0
2000,25005,0
2000,25007,0
2000,25009,0
2000,25011,0
2000,25013,0
2000,25015,0
2000,25017,0
2000,25019,0
2000,25021,0
2000,25023,0
2000,25025,0
2000,25027,0
2000,26001,1
2000,26003,1
2000,26005,1
2000,26007,1
2000,26009,1
2000,26011,1
2000,26013,1
2000,26015,1
2000,26017,1
2000,26019,1
2000,26021,2
2000,26023,2
2000,26025,2
2000,26027,2
2000,26029,1
2000,26031,1
2000,26033,1
2000,26035,1
2000,26037,1
2000,26039,1
2000,26041,1
2000,26043,1
2000,26045,1
2000,26047,1
2000,26049,1
2000,26051,1
2000,26053,0
2000,26055,1
2000,26057,1
2000,26059,2
2000,26061,1
2000,26063,1
2000,26065,2
2000,26067,1
2000,26069,1
2000,26071,0
2000,26073,1
2000,26075,2
2000,26077,2
2000,26079,1
2000,26081,1
2000,26083,1
2000,26085,1
2000,26087,1
2000,26089,1
2000,26091,2
2000,26093,2
2000,26095,1
2000,26097,1
2000,26099,1
2000,26101,1
2000,26103,1
2000,26105,1
2000,26107,1
2000,26109,1
2000,26111,1
2000,26113,1
2000,26115,2
2000,26117,1
2000,26119,1
2000,26121,1
2000,26123,1
2000,26125,2
2000,26127,1
2000,26129,1
2000,26131,1
2000,26133,1
2000,26135,1
2000,26137,1
2000,26139,1
2000,26141,1
2000,26143,1
2000,26145,1
2000,26147,1
2000,26149,2
2000,26151,1
2000,26153,1
2000,26155,1
2000,26157,1
2000,26159,2
2000,26161,2
2000,26163,2
2000,26165,1
2000,27001,1
2000,27003,1
2000,27005,1
2000,27007,1
2000,27009,1
2000,27011,1
2000,27013,2
2000,27015,2
2000,27017,1
2000,27019,1
2000,27021,1
2000,27023,1
2000,27025,1
2000,27027,1
2000,27029,1
2000,27031,0
2000,27033,2
2000,27035,1
2000,27037,1
2000,27039,1
2000,27041,1
2000,27043,2
2000,27045,1
2000,27047,2
2000,27049,1
2000,27051,1
2000,27053,1
2000,27055,1
2000,27057,1
2000,27059,1
2000,27061,1
2000,27063,2
2000,27065,1
2000,27067,1
2000,27069,1
2000,27071,1
2000,27073,1
2000,27075,0
2000,27077,1
2000,27079,1
2000,27081,2
2000,27083,2
2000,27085,1
2000,27087,1
2000,27089,1
2000,27091,2
2000,27093,1
2000,27095,1
2000,27097,1
2000,27099,2
2000,27101,2
2000,27103,2
2000,27105,2
2000,27107,1
2000,27109,1
2000,27111,1
2000,27113,1
2000,27115,1
2000,27117,2
2000,27119,1
2000,27121,1
2000,27123,1
2000,27125,1
2000,27127,2
2000,27129,2
2000,27131,1
2000,27133,2
2000,27135,1
2000,27137,1
2000,27139,1
2000,27141,1
2000,27143,1
2000,27145,1
2000,27147,1
2000,27149,1
2000,27151,1
2000,27153,1
2000,27155,1
2000,27157,1
2000,27159,1
2000,27161,2
2000,27163,1
2000,27165,2
2000,27167,1
2000,27169,1
2000,27171,1
2000,27173,2
2000,28001,4
2000,28003,4
2000,28005,4
2000,28007,3
2000,28009,4
2000,28011,4
2000,28013,4
2000,28015,3
2000,28017,4
2000,28019,4
2000,28021,3
2000,28023,4
2000,28025,4
2000,28027,4
2000,28029,4
2000,28031,4
2000,28033,4
2000,28035,4
2000,28037,4
2000,28039,4
2000,28041,4
2000,28043,4
2000,28045,4
2000,28047,4
2000,28049,3
2000,28051,3
2000,28053,3
2000,28055,3
2000,28057,4
2000,28059,4
2000,28061,4
2000,28063,4
2000,28065,4
2000,28067,4
2000,28069,4
2000,28071,4
2000,28073,4
2000,28075,4
2000,28077,4
2000,28079,3
2000,28081,4
2000,28083,4
2000,28085,4
2000,28087,4
2000,28089,3
2000,28091,4
2000,28093,4
2000,28095,4
2000,28097,3
2000,28099,4
2000,28101,4
2000,28103,4
2000,28105,4
2000,28107,4
2000,28109,4
2000,28111,4
2000,28113,4
2000,28115,4
2000,28117,4
2000,28119,4
2000,28121,3
2000,28123,3
2000,28125,3
2000,28127,4
2000,28129,4
2000,28131,4
2000,28133,4
2000,28135,4
2000,28137,4
2000,28139,4
2000,28141,4
2000,28143,4
2000,28145,4
2000,28147,4
2000,28149,3
2000,28151,3
2000,28153,4
2000,28155,4
2000,28157,4
2000,28159,4
2000,28161,4
2000,28163,3
2000,29001,2
2000,29003,3
2000,29005,3
2000,29007,2
2000,29009,1
2000,29011,1
2000,29013,2
2000,29015,2
2000,29017,2
2000,29019,2
2000,29021,3
2000,29023,2
2000,29025,3
2000,29027,2
2000,29029,3
2000,29031,2
2000,29033,2
2000,29035,2
2000,29037,2
2000,29039,2
2000,29041,2
2000,29043,2
2000,29045,2
2000,29047,2
2000,29049,3
2000,29051,2
2000,29053,2
2000,29055,3
2000,29057,2
2000,29059,2
2000,29061,3
2000,29063,3
2000,29065,3
2000,29067,2
2000,29069,3
2000,29071,2
2000,29073,2
2000,29075,3
2000,29077,2
2000,29079,3
2000,29081,3
2000,29083,2
2000,29085,2
2000,29087,3
2000,29089,2
2000,29091,2
2000,29093,3
2000,29095,2
2000,29097,1
2000,29099,2
2000,29101,2
2000,29103,2
2000,29105,3
2000,29107,2
2000,29109,2
2000,29111,2
2000,29113,2
2000,29115,3
2000,29117,3
2000,29119,1
2000,29121,2
2000,29123,2
2000,29125,2
2000,29127,2
2000,29129,3
2000,29131,2
2000,29133,2
2000,29135,2
2000,29137,2
2000,29139,2
2000,29141,2
2000,29143,2
2000,29145,1
2000,29147,3
2000,29149,2
2000,29151,2
2000,29153,2
2000,29155,3
2000,29157,2
2000,29159,2
2000,29161,3
2000,29163,2
2000,29165,3
2000,29167,2
2000,29169,3
2000,29171,3
2000,29173,2
2000,29175,2
2000,29177,2
2000,29179,3
2000,29181,2
2000,29183,2
2000,29185,2
2000,29186,2
2000,29187,2
2000,29189,2
2000,29195,2
2000,29197,2
2000,29199,2
2000,29201,2
2000,29203,3
2000,29205,2
2000,29207,2
2000,29209,2
2000,29211,3
2000,29213,2
2000,29215,3
2000,29217,1
2000,29219,2
2000,29221,2
2000,29223,2
2000,29225,3
2000,29227,3
2000,29229,3
2000,29510,2
2000,30001,3
2000,30003,2
2000,30005,2
2000,30007,3
2000,30009,2
2000,30011,1
2000,30013,2
2000,30015,3
2000,30017,2
2000,30019,0
2000,30021,1
2000,30023,3
2000,30025,1
2000,30027,2
2000,30029,2
2000,30031,3
2000,30033,2
2000,30035,3
2000,30037,2
2000,30039,3
2000,30041,3
2000,30043,3
2000,30045,2
2000,30047,1
2000,30049,3
2000,30051,3
2000,30053,2
2000,30055,1
2000,30057,3
2000,30059,2
2000,30061,1
2000,30063,2
2000,30065,2
2000,30067,2
2000,30069,2
2000,30071,2
2000,30073,3
2000,30075,2
2000,30077,3
2000,30079,1
2000,30081,3
2000,30083,1
2000,30085,0
2000,30087,2
2000,30089,1
2000,30091,0
2000,30093,3
2000,30095,2
2000,30097,2
2000,30099,2
2000,30101,3
2000,30103,2
2000,30105,1
2000,30107,2
2000,30109,1
2000,30111,2
2000,31001,3
2000,31003,2
2000,31005,3
2000,31007,2
2000,31009,2
2000,31011,3
2000,31013,2
2000,31015,2
2000,31017,2
2000,31019,2
2000,31021,3
2000,31023,3
2000,31025,3
2000,31027,2
2000,31029,3
2000,31031,2
2000,31033,2
2000,31035,3
2000,31037,3
2000,31039,3
2000,31041,3
2000,31043,3
2000,31045,1
2000,31047,3
2000,31049,3
2000,31051,3
2000,31053,3
2000,31055,3
2000,31057,3
2000,31059,3
2000,31061,2
2000,31063,3
2000,31065,3
2000,31067,3
2000,31069,2
2000,31071,2
2000,31073,3
2000,31075,2
2000,31077,3
2000,31079,3
2000,31081,3
2000,31083,3
2000,31085,3
2000,31087,3
2000,31089,2
2000,31091,2
2000,31093,3
2000,31095,3
2000,31097,3
2000,31099,2
2000,31101,3
2000,31103,1
2000,31105,2
2000,31107,2
2000,31109,3
2000,31111,3
2000,31113,3
2000,31115,2
2000,31117,3
2000,31119,3
2000,31121,3
2000,31123,2
2000,31125,3
2000,31127,3
2000,31129,3
2000,31131,3
2000,31133,3
2000,31135,3
2000,31137,2
2000,31139,2
2000,31141,3
2000,31143,3
2000,31145,3
2000,31147,3
2000,31149,2
2000,31151,3
2000,31153,3
2000,31155,3
2000,31157,2
2000,31159,3
2000,31161,2
2000,31163,2
2000,31165,1
2000,31167,3
2000,31169,3
2000,31171,2
2000,31173,3
2000,31175,2
2000,31177,3
2000,31179,3
2000,31181,3
2000,31183,2
2000,31185,3
2000,32001,0
